,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
23,0,0.008368201,0.00348675,0,0,0,0.00069735,0.00069735,0.0013947,0.00488145,0.0013947,0.0041841,0.0013947,0.00488145,0.00069735,0.00069735,0.0013947,0.008368201,0.0013947,0.008368201,0,0.235704324,0.217573222,0.336820084,0.015341702,0.022315202,0.039748954,0.029288703,0.016736402,0.00348675,0.0013947,0.009065551,0.00069735,0,0.008368201,0,0.00069735,0,0.00069735,0,0,0,0,0.009762901
24,0.000299088,0.005981756,0.035142814,0.001944071,0.000747719,0,0.000299088,0,0.000149544,0.000747719,0.000448632,0.004934948,0.002542246,0.003589053,0.000747719,0,0.000299088,0.074771946,0.001196351,0.042919097,0.000299088,0.020038881,0.003738597,0.002243158,0.68102288,0.073126963,0.013907582,0.00538358,0.004635861,0.00269179,0.000448632,0.002243158,0,0.000448632,0.000448632,0.000149544,0.000747719,0,0.000299088,0,0,0,0.000299088,0.011066248
25,0,0.005565863,0.02288188,0.002473717,0.003710575,0,0.001236858,0.000618429,0.000618429,0.001236858,0,0.004947434,0.002473717,0.008039579,0.001236858,0,0,0.128014842,0,0.012368584,0,0.08410637,0.021645022,0.004947434,0.331478046,0.106369821,0.133580705,0.048237477,0.047619048,0.002473717,0.001855288,0.005565863,0,0.000618429,0.001236858,0,0.000618429,0,0.000618429,0,0,0,0.000618429,0.012987013
26,0,0.005079826,0.02394775,0,0,0.000725689,0,0.000725689,0,0.007982583,0,0.004354136,0.002902758,0.007256894,0.001451379,0,0.002902758,0.068940493,0.001451379,0.017416546,0,0.074746009,0.127721335,0.027576197,0.08563135,0.153120464,0.034107402,0.185776488,0.117561684,0.002902758,0.007982583,0.015965167,0,0.001451379,0.003628447,0,0.001451379,0,0,0,0,0,0,0.015239478
27,0,0.003843447,0.005196774,0.000162399,0.000378931,5.41E-05,0.000378931,5.41E-05,0.000216532,0.001353326,0.000649597,0.001299193,0.000595464,0.000920262,0.000108266,5.41E-05,0.000541331,0.002869052,0.000595464,0.002435988,0.000216532,0.005467439,0.020787095,0.002598387,0.002869052,0.003410383,0.012829535,0.871758783,0.025334272,0.00124506,0.000108266,0.009852217,0.000216532,0.002544254,0.00460131,0.000487198,0.001190927,5.41E-05,0.001894657,0,0,0,0.000649597,0.010177015
28,0.002043945,0.006642821,0.009708738,0.001021972,0.001021972,0.000510986,0,0.000510986,0.000510986,0.018395503,0,0.005109862,0.001021972,0.005620848,0.000510986,0,0.002554931,0.050076648,0.001532959,0.013285641,0,0.030148186,0.080224834,0.011752683,0.024016352,0.039345938,0.063362289,0.224322943,0.328564129,0.001021972,0.028615227,0.030148186,0,0.000510986,0.001021972,0,0.002043945,0,0.000510986,0,0,0,0,0.014307614
29,0.001512859,0.009077156,0.009077156,0,0.002269289,0,0.00075643,0.000252143,0,0.008825013,0.000252143,0.001765003,0.001512859,0.005799294,0.001008573,0.000252143,0.009329299,0.009581442,0.00075643,0.011094302,0.000252143,0.004538578,0.002773575,0.000252143,0.00630358,0.00075643,0.001008573,0.008320726,0.00075643,0.518910741,0.020927887,0.305849723,0.003277862,0.020675744,0.011850731,0.005042864,0.001260716,0.000252143,0,0,0,0,0,0.013867877
30,0,0.002724796,0.011642309,0,0.054000495,0,0.000495417,0,0,0.071835521,0.000247709,0.000247709,0.000990835,0.00371563,0,0,0.008917513,0.061431756,0,0.039137974,0.000495417,0.007431261,0.004954174,0.000990835,0.000495417,0.000743126,0.003220213,0.001238543,0.012385435,0.028238791,0.542977459,0.125092891,0.004458757,0.001486252,0.001733961,0.000247709,0.000495417,0,0,0,0.000247709,0,0.000247709,0.007431261
31,0,0.002392344,0.007694297,0,0.000452606,0,6.47E-05,3.23E-05,0,0.00284495,0,0.000193974,0.000193974,0.000614251,0.000290961,0,0.001196172,0.0101513,6.47E-05,0.007306349,0.000161645,0.000711238,0.002295358,0.000420277,0.000420277,0.000452606,0.000484935,0.006789086,0.001939739,0.039829303,0.017134359,0.880997026,0.000226303,0.003556188,0.001939739,0.001228501,0.000387948,0,3.23E-05,0,0,0,0,0.007500323
32,0,0.003912363,0.010172144,0,0,0,0,0,0,0,0,0,0,0.007824726,0,0,0.003912363,0,0,0.001564945,0.000782473,0,0,0.000782473,0,0,0,0.006259781,0,0.008607199,0.014084507,0.023474178,0.79029734,0.051643192,0.002347418,0.01799687,0.03599374,0,0,0,0,0,0,0.020344288
33,0,0.003469641,0.004708798,0.000247831,0,0,0,0,0,0.001486989,0.000247831,0,0.000247831,0.000495663,0,0,0.000743494,0.001239157,0.000743494,0.002973978,0.000247831,0.00173482,0.000743494,0.000495663,0.000247831,0.000495663,0.000247831,0.013630731,0.000247831,0.018339529,0.000743494,0.034448575,0.018587361,0.364064436,0.328128872,0.053035936,0.134572491,0,0,0,0,0,0.000247831,0.013135068
34,0,0.002136076,0.002294304,7.91E-05,0.000158228,0,0.000474684,0,0,0.000435127,7.91E-05,7.91E-05,3.96E-05,0.000316456,7.91E-05,0,0.000158228,0.000672468,0.000237342,0.001226266,0.000197785,0.001621835,0.001147152,0.000474684,0.000237342,0,0.000118671,0.00352057,7.91E-05,0.002096519,0.000435127,0.003599684,7.91E-05,0.052650316,0.890466772,0.007792722,0.01289557,0,0,0,0,3.96E-05,0,0.014082278
35,0,0.014059754,0.008787346,0,0,0,0,0,0,0.007029877,0,0,0,0.001757469,0,0,0.003514938,0.005272408,0,0.005272408,0.001757469,0.001757469,0.005272408,0.001757469,0.001757469,0.001757469,0,0.040421793,0,0.052724077,0.008787346,0.145869947,0.042179262,0.353251318,0.251318102,0.036906854,0,0,0,0,0,0,0,0.008787346
36,0,0.002554794,0.002151405,0,0,0,0.000134463,0,0,0.000672314,0,0.000134463,0.000134463,0.000134463,0,0,0.000134463,0.000268926,0.000268926,0.000806777,0.000134463,0.000134463,0.000268926,0,0.001075703,0.000134463,0,0.001075703,0.000806777,0.000537851,0.000268926,0.001210165,0.007260992,0.077853973,0.047868764,0.000672314,0.841468334,0.000134463,0.000134463,0,0,0,0,0.011563803
37,0.003745318,0.003745318,0,0,0,0,0,0,0,0.003745318,0,0,0,0,0,0,0.001872659,0,0,0.001872659,0,0.001872659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003745318,0.93258427,0,0,0,0,0,0.046816479
38,0,0.000488775,0.000387649,1.69E-05,6.74E-05,0,1.69E-05,3.37E-05,0,1.69E-05,1.69E-05,1.69E-05,0,5.06E-05,3.37E-05,0,0,0,1.69E-05,0.000101126,0,0.000370795,0.000252815,3.37E-05,3.37E-05,1.69E-05,1.69E-05,0.00062361,5.06E-05,0,0,3.37E-05,0,0,0,0,0,0,0.940420009,0,0,0,0.045456078,0.011427223
39,0,0.002858504,0.003334921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000952835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000952835,0,0,0.880419247,0,0,0,0.111481658
40,0,0.00554895,0.001981768,0,0.001585414,0,0,0,0,0,0,0,0,0.000792707,0,0,0,0,0.000396354,0.000792707,0,0.000396354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955212049,0.001981768,0.000792707,0.030519223
41,0,0.002748092,0.000610687,0,0,0,0.000610687,0,0,0,0,0,0,0,0,0.000305344,0,0,0.000610687,0.000305344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000305344,0,0,0,0,0.000610687,0.000916031,0.952977099,0,0.04
42,0,0.001295672,0.000453485,0,0.000129567,0,3.24E-05,0,0,0.000226743,0,0,3.24E-05,9.72E-05,0,0,0,9.72E-05,0.000421094,3.24E-05,0,0.000161959,0.000161959,0,0,3.24E-05,0,0.000323918,6.48E-05,0,0,0,0,0,0,0,0,0,0.087198756,0,3.24E-05,0,0.891195906,0.018009847
43,0.03025309,0.216362566,0.063095939,0.00094173,0.020247204,0.001883461,0.012360212,0.011183049,0.00317834,0.022130665,0.000117716,0.028840494,0.017539729,0.032607416,0.016127134,0.00447322,0.020835786,0.016009417,0.029075927,0.032960565,0.005885815,0.04873455,0.023425544,0.001530312,0.009417304,0.001530312,0.003649205,0.022836963,0.004002354,0.004120071,0.002942908,0.029075927,0.004120071,0.004708652,0.043084167,0.001177163,0.012477928,0.002825191,0.080635668,0.026957034,0.008828723,0.015067687,0.06274279,0
